600.0,901
1200.0,182
1800.0,127
2400.0,105
3000.0,90
3600.0,81
4200.0,73
4800.0,65
5400.0,66
6000.0,66
6600.0,58
7200.0,53
7800.0,51
8400.0,55
9000.0,52
9600.0,51
10200.0,52
10800.0,50
11400.0,50
12000.0,49
12600.0,49
13200.0,50
13800.0,50
14400.0,49
15000.0,52
15600.0,50
16200.0,52
16800.0,55
17400.0,52
18000.0,51
18600.0,51
19200.0,52
19800.0,50
20400.0,47
21000.0,47
21600.0,47
22200.0,45
22800.0,45
23400.0,48
24000.0,45
24600.0,49
25200.0,47
25800.0,48
26400.0,45
27000.0,49
27600.0,45
28200.0,46
28800.0,45
29400.0,51
30000.0,47
30600.0,48
31200.0,51
31800.0,47
32400.0,47
33000.0,46
33600.0,46
34200.0,46
34800.0,56
35400.0,47
36000.0,54
36600.0,47
37200.0,57
37800.0,49
38400.0,48
39000.0,49
39600.0,49
40200.0,49
40800.0,48
41400.0,50
42000.0,48
42600.0,52
43200.0,49
43800.0,50
44400.0,50
45000.0,48
45600.0,51
46200.0,50
46800.0,50
47400.0,54
48000.0,49
48600.0,52
49200.0,50
49800.0,51
50400.0,51
51000.0,49
51600.0,49
52200.0,47
52800.0,49
53400.0,47
54000.0,48
54600.0,48
55200.0,51
55800.0,47
56400.0,49
57000.0,71
57600.0,51
58200.0,51
58800.0,52
59400.0,51
60000.0,49
60600.0,47
61200.0,53
61800.0,47
62400.0,47
63000.0,50
63600.0,47
64200.0,48
64800.0,48
65400.0,50
66000.0,49
66600.0,49
67200.0,48
67800.0,55
68400.0,49
69000.0,49
69600.0,49
70200.0,49
70800.0,47
71400.0,50
72000.0,48
72600.0,49
73200.0,48
73800.0,48
74400.0,49
75000.0,50
75600.0,49
76200.0,51
76800.0,48
77400.0,48
78000.0,51
78600.0,48
79200.0,49
79800.0,50
80400.0,49
81000.0,50
81600.0,50
82200.0,49
82800.0,51
83400.0,49
84000.0,51
84600.0,49
85200.0,52
85800.0,50
