11400.10,0.00,0.28
12000.10,0.10,0.15
12600.10,0.37,0.47
13200.10,0.48,0.62
13800.10,0.69,0.82
14400.10,0.79,0.93
15000.10,0.86,1.04
15600.10,0.78,0.94
16200.10,0.75,1.00
18600.10,0.00,0.03
19200.10,0.04,0.03
24000.10,0.00,0.04
24600.10,0.02,0.02
28800.10,0.00,0.04
29400.10,0.02,0.02
30000.10,0.66,0.77
30600.10,0.78,1.00
31200.10,0.82,1.04
31800.10,0.60,0.78
32400.10,0.79,0.93
33000.10,0.70,0.94
33600.10,0.67,0.88
34200.10,0.83,0.94
34800.10,0.83,1.00
35400.10,0.95,1.03
36000.10,0.83,0.94
36600.10,0.91,1.08
37200.10,0.77,0.96
37800.10,0.82,0.98
38400.10,0.89,1.04
39000.10,0.69,0.92
39600.10,0.69,0.89
40200.10,0.70,0.87
40800.10,0.72,0.84
41400.10,0.91,1.00
42000.10,0.67,0.85
42600.10,0.81,0.94
43200.10,0.92,1.00
43800.10,0.89,1.00
44400.10,0.99,1.08
45000.10,0.88,1.03
45600.10,0.66,0.94
46800.10,0.00,0.20
47400.10,0.05,0.10
48000.10,0.23,0.27
48600.10,0.39,0.50
49200.10,0.38,0.52
49800.10,0.33,0.54
50400.10,0.83,0.86
51000.10,0.45,0.79
51600.10,0.73,0.84
52200.10,0.65,0.81
52800.10,0.70,0.90
53400.10,0.65,0.85
54000.10,0.79,0.89
54600.10,0.84,0.96
55200.10,0.76,0.96
55800.10,0.86,0.95
56400.10,0.94,1.09
57000.10,0.84,0.97
57600.10,0.87,1.03
58200.10,0.57,0.84
58800.10,0.72,0.90
59400.10,0.94,0.97
60000.10,0.79,0.97
60600.10,0.80,0.98
61200.10,0.75,0.95
61800.10,0.75,0.91
62400.10,0.75,0.92
63000.10,0.75,0.91
63600.10,0.88,0.99
64200.10,0.73,0.92
64800.10,0.86,0.92
65400.10,0.80,0.97
66000.10,0.79,0.96
66600.10,0.91,1.04
67200.10,0.92,1.04
67800.10,0.64,0.82
68400.10,0.71,0.95
69000.10,0.75,0.93
69600.10,0.88,0.99
70200.10,0.92,1.04
70800.10,0.90,1.04
71400.10,0.76,0.97
72000.10,0.85,0.99
72600.10,0.77,1.00
73200.10,0.77,1.01
73800.10,0.71,0.91
74400.10,0.82,0.97
75000.10,0.76,0.94
75600.10,0.73,0.90
76200.10,0.72,0.88
76800.10,0.66,0.84
77400.10,0.00,0.18
78000.10,0.09,0.11
79800.10,0.00,0.22
80400.10,0.10,0.12
81000.10,0.46,0.55
81600.10,0.60,0.83
82200.10,0.62,0.87
82800.10,0.64,0.92
83400.10,0.84,0.98
84000.10,0.68,0.95
84600.10,0.70,0.91
85200.10,0.76,0.91
85800.10,0.72,0.83
