6000.10,0.43,0.53
6600.10,0.57,0.61
7200.10,0.50,0.59
7800.10,0.66,0.70
8400.10,0.48,0.68
9000.10,0.64,0.77
9600.10,0.77,0.91
10200.10,0.73,0.97
10800.10,0.81,0.95
11400.10,0.80,0.99
12000.10,0.80,0.97
12600.10,0.67,0.92
13200.10,0.94,1.01
13800.10,0.83,0.96
14400.10,0.74,0.97
15000.10,0.93,1.01
15600.10,0.93,1.04
16200.10,0.92,1.05
16800.10,0.79,0.96
17400.10,0.77,0.99
18000.10,0.72,0.99
18600.10,0.80,0.96
19200.10,0.78,1.00
19800.10,0.66,0.92
20400.10,0.64,0.84
22800.10,0.00,0.27
23400.10,0.18,0.22
24000.10,0.00,0.33
24600.10,0.18,0.22
26400.10,0.00,0.23
27000.10,0.17,0.21
27600.10,0.36,0.40
28200.10,0.39,0.43
28800.10,0.43,0.52
29400.10,0.48,0.61
30600.10,0.00,0.19
31200.10,0.07,0.09
31800.10,0.61,0.80
32400.10,0.62,0.77
33000.10,0.77,0.94
33600.10,0.80,0.91
34200.10,0.87,1.00
34800.10,0.64,0.87
35400.10,0.00,0.12
36000.10,0.05,0.07
36600.10,0.30,0.27
39000.10,0.00,0.29
39600.10,0.05,0.16
41400.10,0.00,0.24
42000.10,0.12,0.14
42600.10,0.34,0.41
43200.10,0.56,0.66
43800.10,0.59,0.77
44400.10,0.61,0.79
45000.10,0.69,0.98
45600.10,0.66,0.92
46200.10,0.79,0.93
46800.10,0.85,0.94
47400.10,0.95,1.02
48000.10,0.70,0.84
48600.10,0.93,1.00
49200.10,0.74,0.99
49800.10,0.89,1.03
50400.10,0.72,0.88
51000.10,0.70,0.87
51600.10,0.81,0.98
52200.10,0.79,0.97
52800.10,0.68,0.91
53400.10,0.73,0.89
54000.10,0.84,0.90
54600.10,0.83,0.99
55200.10,0.85,0.96
55800.10,0.97,1.09
56400.10,0.96,1.06
57000.10,0.77,0.98
60600.10,0.00,0.22
61200.10,0.01,0.07
62400.10,0.00,0.37
63000.10,0.18,0.22
63600.10,0.33,0.37
64200.10,0.49,0.67
64800.10,0.56,0.75
65400.10,0.71,0.85
66000.10,0.60,0.78
66600.10,0.69,0.86
67200.10,0.80,0.92
67800.10,0.82,0.98
68400.10,0.69,0.89
69000.10,0.96,0.99
69600.10,0.92,1.05
70200.10,0.66,0.84
70800.10,0.80,0.95
71400.10,0.93,1.09
72000.10,0.59,0.88
72600.10,0.76,0.97
73200.10,0.78,0.97
73800.10,0.82,0.97
74400.10,0.75,0.91
75000.10,0.84,0.98
75600.10,0.78,0.96
76200.10,1.00,1.05
76800.10,0.69,0.86
77400.10,0.80,0.99
78000.10,0.93,1.02
78600.10,0.69,0.89
79200.10,0.79,0.91
79800.10,0.92,1.05
80400.10,0.78,0.94
81000.10,0.91,1.01
81600.10,0.72,0.86
82200.10,0.88,0.98
82800.10,0.69,0.93
83400.10,0.72,0.89
84000.10,0.85,0.95
84600.10,0.69,0.93
85200.10,0.75,0.94
85800.10,0.80,0.93
