6000.10,1.00,1.62
6600.10,1.00,1.60
7200.10,1.00,1.56
7800.10,1.00,1.61
8400.10,1.00,1.60
9000.10,1.00,1.60
9600.10,1.00,1.61
10200.10,1.00,1.56
10800.10,1.00,1.51
11400.10,1.00,1.48
12000.10,1.00,1.47
12600.10,1.00,1.45
13200.10,1.00,1.45
13800.10,1.00,1.44
14400.10,1.00,1.43
15000.10,1.00,1.45
15600.10,1.00,1.51
16200.10,1.00,1.49
16800.10,1.00,1.49
17400.10,1.00,1.47
18000.10,1.00,1.52
18600.10,1.00,1.56
19200.10,1.00,1.55
19800.10,1.00,1.45
20400.10,1.00,1.42
21000.10,1.00,1.40
21600.10,1.00,1.35
22200.10,1.00,1.34
22800.10,1.00,1.36
23400.10,1.00,1.38
24000.10,1.00,1.39
24600.10,1.00,1.44
25200.10,1.00,1.45
25800.10,1.00,1.41
26400.10,1.00,1.43
27000.10,1.00,1.43
27600.10,1.00,1.40
28200.10,1.00,1.40
28800.10,1.00,1.43
29400.10,1.00,1.45
30000.10,1.00,1.44
30600.10,1.00,1.44
31200.10,1.00,1.40
31800.10,1.00,1.38
32400.10,1.00,1.37
33000.10,1.00,1.36
33600.10,1.00,1.37
34200.10,1.00,1.46
34800.10,1.00,1.52
35400.10,1.00,1.54
36000.10,1.00,1.57
36600.10,1.00,1.54
37200.10,1.00,1.52
37800.10,1.00,1.48
38400.10,1.00,1.46
39000.10,1.00,1.46
39600.10,1.00,1.43
40200.10,1.00,1.43
40800.10,1.00,1.46
41400.10,1.00,1.52
42000.10,1.00,1.55
42600.10,1.00,1.53
43200.10,1.00,1.57
43800.10,1.00,1.56
44400.10,1.00,1.51
45000.10,1.00,1.55
45600.10,1.00,1.56
46200.10,1.00,1.53
46800.10,1.00,1.59
47400.10,1.00,1.58
48000.10,1.00,1.60
48600.10,1.00,1.58
49200.10,1.00,1.59
49800.10,1.00,1.54
50400.10,1.00,1.47
51000.10,1.00,1.49
51600.10,1.00,1.46
52200.10,1.00,1.44
52800.10,1.00,1.45
53400.10,1.00,1.43
54000.10,1.00,1.43
54600.10,1.00,1.43
55200.10,1.00,1.43
55800.10,1.00,1.40
56400.10,1.00,1.47
57000.10,1.00,1.52
57600.10,1.00,1.53
58200.10,1.00,1.55
58800.10,1.00,1.51
59400.10,1.00,1.49
60000.10,1.00,1.50
60600.10,1.00,1.48
61200.10,1.00,1.48
61800.10,1.00,1.42
62400.10,1.00,1.46
63000.10,1.00,1.43
63600.10,1.00,1.46
64200.10,1.00,1.47
64800.10,1.00,1.48
65400.10,1.00,1.47
66000.10,1.00,1.51
66600.10,1.00,1.52
67200.10,1.00,1.51
67800.10,1.00,1.51
68400.10,1.00,1.52
69000.10,1.00,1.50
69600.10,1.00,1.49
70200.10,1.00,1.48
70800.10,1.00,1.49
71400.10,1.00,1.51
72000.10,1.00,1.54
72600.10,1.00,1.51
73200.10,1.00,1.51
73800.10,1.00,1.49
74400.10,1.00,1.48
75000.10,1.00,1.50
75600.10,1.00,1.54
76200.10,1.00,1.53
76800.10,1.00,1.61
77400.10,1.00,1.60
78000.10,1.00,1.60
78600.10,1.00,1.59
79200.10,1.00,1.60
79800.10,1.00,1.58
80400.10,1.00,1.62
81000.10,1.00,1.60
81600.10,1.00,1.62
82200.10,1.00,1.64
82800.10,1.00,1.62
83400.10,1.00,1.63
84000.10,1.00,1.61
84600.10,1.00,1.60
85200.10,1.00,1.61
85800.10,1.00,1.59
