600.0,580
1200.0,191
1800.0,111
2400.0,86
3000.0,72
3600.0,63
4200.0,57
4800.0,53
5400.0,49
6000.0,45
6600.0,42
7200.0,38
7800.0,36
8400.0,34
9000.0,32
9600.0,30
10200.0,28
10800.0,26
11400.0,24
12000.0,24
12600.0,25
13200.0,24
13800.0,24
14400.0,24
15000.0,26
15600.0,24
16200.0,42
16800.0,25
17400.0,29
18000.0,25
18600.0,26
19200.0,26
19800.0,25
20400.0,24
21000.0,23
21600.0,23
22200.0,22
22800.0,22
23400.0,23
24000.0,23
24600.0,24
25200.0,25
25800.0,23
26400.0,22
27000.0,22
27600.0,24
28200.0,22
28800.0,22
29400.0,31
30000.0,23
30600.0,29
31200.0,26
31800.0,23
32400.0,23
33000.0,23
33600.0,22
34200.0,26
34800.0,26
35400.0,30
36000.0,24
36600.0,25
37200.0,29
37800.0,24
38400.0,23
39000.0,27
39600.0,24
40200.0,24
40800.0,24
41400.0,24
42000.0,25
42600.0,23
43200.0,24
43800.0,24
44400.0,24
45000.0,23
45600.0,40
46200.0,25
46800.0,24
47400.0,26
48000.0,25
48600.0,25
49200.0,25
49800.0,25
50400.0,24
51000.0,24
51600.0,24
52200.0,23
52800.0,23
53400.0,23
54000.0,23
54600.0,23
55200.0,23
55800.0,24
56400.0,24
57000.0,49
57600.0,27
58200.0,25
58800.0,25
59400.0,25
60000.0,24
60600.0,25
61200.0,25
61800.0,23
62400.0,23
63000.0,24
63600.0,23
64200.0,27
64800.0,23
65400.0,31
66000.0,24
66600.0,24
67200.0,26
67800.0,26
68400.0,26
69000.0,24
69600.0,24
70200.0,24
70800.0,24
71400.0,24
72000.0,24
72600.0,23
73200.0,24
73800.0,27
74400.0,24
75000.0,25
75600.0,24
76200.0,24
76800.0,24
77400.0,24
78000.0,32
78600.0,24
79200.0,24
79800.0,24
80400.0,23
81000.0,29
81600.0,24
82200.0,26
82800.0,28
83400.0,25
84000.0,25
84600.0,25
85200.0,24
85800.0,25
