600.1,70.0
1200.1,70.0
1800.1,70.0
2400.1,70.0
3000.1,70.0
3600.1,70.0
4200.1,70.0
4800.1,70.0
5400.1,70.0
6000.1,70.0
6600.1,70.0
7200.1,70.0
7800.1,70.0
8400.1,70.0
9000.1,70.0
9600.1,70.0
10200.1,70.0
10800.1,70.0
11400.1,70.0
12000.1,70.0
12600.1,70.0
13200.1,70.0
13800.1,70.0
14400.1,70.0
15000.1,70.0
15600.1,70.0
16200.1,70.0
16800.1,70.0
17400.1,70.0
18000.1,70.0
18600.1,70.0
19200.1,70.0
19800.1,70.0
20400.1,70.0
21000.1,70.0
21600.1,70.0
22200.1,70.0
22800.1,70.0
23400.1,70.0
24000.1,70.0
24600.1,70.0
25200.1,70.0
25800.1,70.0
26400.1,70.0
27000.1,70.0
27600.1,70.0
28200.1,70.0
28800.1,70.0
29400.1,70.0
30000.1,70.0
30600.1,70.0
31200.1,70.0
31800.1,70.0
32400.1,70.0
33000.1,70.0
33600.1,70.0
34200.1,70.0
34800.1,70.0
35400.1,70.0
36000.1,70.0
36600.1,70.0
37200.1,70.0
37800.1,70.0
38400.1,70.0
39000.1,70.0
39600.1,70.0
40200.1,70.0
40800.1,70.0
41400.1,70.0
42000.1,70.0
42600.1,70.0
43200.1,70.0
43800.1,70.0
44400.1,70.0
45000.1,70.0
45600.1,70.0
46200.1,70.0
46800.1,70.0
47400.1,70.0
48000.1,70.0
48600.1,70.0
49200.1,70.0
49800.1,70.0
50400.1,70.0
51000.1,70.0
51600.1,70.0
52200.1,70.0
52800.1,70.0
53400.1,70.0
54000.1,70.0
54600.1,70.0
55200.1,70.0
55800.1,70.0
56400.1,70.0
57000.1,70.0
57600.1,70.0
58200.1,70.0
58800.1,70.0
59400.1,70.0
60000.1,70.0
60600.1,70.0
61200.1,70.0
61800.1,70.0
62400.1,70.0
63000.1,70.0
63600.1,70.0
64200.1,70.0
64800.1,70.0
65400.1,70.0
66000.1,70.0
66600.1,70.0
67200.1,70.0
67800.1,70.0
68400.1,70.0
69000.1,70.0
69600.1,70.0
70200.1,70.0
70800.1,70.0
71400.1,70.0
72000.1,70.0
72600.1,70.0
73200.1,70.0
73800.1,70.0
74400.1,70.0
75000.1,70.0
75600.1,70.0
76200.1,70.0
76800.1,70.0
77400.1,70.0
78000.1,70.0
78600.1,70.0
79200.1,70.0
79800.1,70.0
80400.1,70.0
81000.1,70.0
81600.1,70.0
82200.1,70.0
82800.1,70.0
83400.1,70.0
84000.1,70.0
84600.1,70.0
85200.1,70.0
85800.1,70.0
